Site Ref,Site Name,Description,Customer,Postcode,Town,Latitude,Longitude
GB-LCL-A0175,[GB-LCL-A0175] Wandsworth: Havelock Terrace / ACE0261266 / SW8 4AT,Alfen 22kW,Believ (EV),SW8 4AT,Wandsworth,51.477089,-0.14388
GB-LCL-A0176,[GB-LCL-A0176] Wandsworth: Havelock Terrace / ACE0261245 / SW8 4AT,Alfen 22kW,Believ (EV),SW8 4AT,Wandsworth,51.477089,-0.14388
GB-LCL-A0177,[GB-LCL-A0177] Wandsworth: Spalding Road / ACE0189168,Alfen 22kW,Believ (EV),SW17 9BW,Wandsworth,51.424283,-0.150297
GB-LCL-A0178,[GB-LCL-A0178] Wandsworth: Spalding Road / ACE0261241 / SW17 9BW,Alfen 22kW,Believ (EV),SW17 9BW,Wandsworth,51.424283,-0.150297
GB-LCL-A0179,[GB-LCL-A0179] Wandsworth: Smallwood Road / ACE0261239 / SW17 0TN,Alfen 22kW,Believ (EV),SW17 0TN,Wandsworth,51.430871,-0.178259
GB-LCL-A0180,[GB-LCL-A0180] Wandsworth: Smallwood Road / ACE0261243 / SW17 0TN,Alfen 22kW,Believ (EV),SW17 0TN,Wandsworth,51.430871,-0.178259
GB-LCL-A0181,[GB-LCL-A0181] Wandsworth: Quinton Street / ACE0261269 / SW18 3QT,Alfen 22kW,Believ (EV),SW18 3QT,Wandsworth,51.439447,-0.1835
GB-LCL-A0182,[GB-LCL-A0182] Wandsworth: Quinton Street / ACE0261235 / SW18 3QT,Alfen 22kW,Believ (EV),SW18 3QT,Wandsworth,51.439447,-0.1835
GB-LCL-A0183,[GB-LCL-A0183] Wandsworth: Cardinal Plac,Alfen 22kW,Believ (EV),SW15 1NX,Wandsworth,51.464402,-0.21803
GB-LCL-A0183,[GB-LCL-A0183] Wandsworth: Cardinal Place,Alfen 22kW,Believ (EV),SW15 1NX,Wandsworth,51.464402,-0.21803
GB-LCL-A0183,[GB-LCL-A0183] Wandsworth: Cardinal Place / ACE0261274 / SW15 1NX,Alfen 22kW,Believ (EV),SW15 1NX,Wandsworth,51.464402,-0.21803
GB-LCL-A0184,[GB-LCL-A0184] Wandsworth: Cardinal Plac,Alfen 22kW,Believ (EV),SW15 1NX,Wandsworth,51.464402,-0.21803
GB-LCL-A0184,[GB-LCL-A0184] Wandsworth: Cardinal Place,Alfen 22kW,Believ (EV),SW15 1NX,Wandsworth,51.464402,-0.21803
GB-LCL-A0184,[GB-LCL-A0184] Wandsworth: Cardinal Place / ACE0261236 / SW15 1NX,Alfen 22kW,Believ (EV),SW15 1NX,Wandsworth,51.464402,-0.21803
GB-LCL-A0206,[GB-LCL-A0206] Croydon: Opp. 2 Dixon Road / ACE0189189 / SE25 6TZ,Alfen 7kW,Believ (EV),SE25 6TZ,Croydon,51.400403,-0.080149
GB-LCL-A0207,[GB-LCL-A0207] Croydon: Dickensons Lane / ACE0189196 / SE25 5HS,Alfen 7kW,Believ (EV),SE25 5HS,Croydon,51.387885,-0.069908
GB-LCL-A0208,[GB-LCL-A0208] Croydon: The Drive / ACE0189209 / CR7 8LA,Alfen 7kW,Believ (EV),CR7 8LA,Croydon,51.399115,-0.093276
GB-LCL-A0209,[GB-LCL-A0209] Corby: 81 Burghley Drive / ACE0261277 / NN18 8EB,Alfen 22kW,Believ (EV),NN18 8EB,Corby,52.48206,-0.694166
GB-LCL-A0244,[GB-LCL-A0244] Kettering: 80-24 Pollard Street / ACE0261270 / NN16 9RP,Alfen 22kW,Believ (EV),NN16 9RP,Kettering,52.408702,-0.724496
GB-LCL-A0248,[GB-LCL-A0248] Northamptonshire North: Opposite 4 Kingsley Avenue / ACE0261247 / NN16 9AQ,Alfen 22kW,Believ (EV),NN16 9AQ,Northamptonshire North,52.4119622,-0.7295187
GB-LCL-A0249,[GB-LCL-A0249] Kettering: Opposite 4 Kingsley Avenue / ACE0241516 / NN16 9AQ,Alfen 22kW,Believ (EV),NN16 9AQ,Kettering,52.4119622,-0.7295187
GB-LCL-A0250,[GB-LCL-A0250] Opp. 66 Montagu Street,Alfen 22kW,Believ (EV),NN16 8SE,Northamptonshire North,52.402023,-0.720648
GB-LCL-A0252,[GB-LCL-A0252] Opp. 66 Montagu Street,Alfen 22kW,Believ (EV),NN16 8SE,Northamptonshire North,52.402023,-0.720648
GB-LCL-A0253,[GB-LCL-A0253] Kettering: 76-70 Rockingham Road / ACE0241539 / NN16 9AA,Alfen 22kW,Believ (EV),NN16 9AA,Kettering,52.405438,-0.726867
GB-LCL-A0255,[GB-LCL-A0255] Northamptonshire North: 76-70 Rockingham Road / ACE0241519 / NN16 9AA,Alfen 22kW,Believ (EV),NN16 9AA,Northamptonshire North,52.405438,-0.726867
GB-LCL-A0260,[GB-LCL-A0260] Croydon: Abingdon Road / ACE0189202 / SW16 4QR,Alfen 7kW,Believ (EV),SW16 4QR,Croydon,51.409489,-0.129034
GB-LCL-A0261,[GB-LCL-A0261] Hammersmith & Fulham: Pennard Road / ACE0166147 / W12 8LJ,Alfen 22kW,Believ (EV),W12 8LJ,Hammersmith & Fulham,51.505153,-0.225694
GB-LCL-A0262,[GB-LCL-A0262] Hammersmith & Fulham: Opposite 1 Foxglove Street / ACE0166136 / W12 0QB,Alfen 22kW,Believ (EV),W12 0QB,Hammersmith & Fulham,51.51277,-0.246604
GB-LCL-A0263,[GB-LCL-A0263] Hammersmith & Fulham: Halsbury Road / ACE0166137 / W12 0JR,Alfen 22kW,Believ (EV),W12 0JR,Hammersmith & Fulham,51.508146,-0.235559
GB-LCL-A0264,[GB-LCL-A0264] Hammersmith & Fulham: Ellerslie Road / ACE0166162 / W12 7BW,Alfen 22kW,Believ (EV),W12 7BW,Hammersmith & Fulham,51.508466,-0.230812
GB-LCL-A0266,[GB-LCL-A0266] De Morgan Road,Alfen 22kW,Believ (EV),SW6 2PE,Hammersmith & Fulham,51.46844971,-0.18953551
GB-LCL-A0267,[GB-LCL-A0267] Stanmer Street,Alfen 22kW,Believ (EV),SW11 3EG,Wandsworth,51.473295,-0.167439
GB-LCL-A0268,[GB-LCL-A0268] Wandsworth: Shuttleworth Road / ACE0261249 / SW11 3DY,Alfen 22kW,Believ (EV),SW11 3DY,Wandsworth,51.472663,-0.172834
GB-LCL-A0269,[GB-LCL-A0269] Wandsworth: Shuttleworth Road / ACE0261258 / SW11 3DY,Alfen 22kW,Believ (EV),SW11 3DY,Wandsworth,51.472663,-0.172834
GB-LCL-A0270,[GB-LCL-A0270] Croydon: 80-2 Arundel Road / ACE0165865 / CR0 2EP,Alfen 7kW,Believ (EV),CR0 2EP,Croydon,51.387389,-0.095418
GB-LCL-A0271,[GB-LCL-A0271] Croydon: Dickensons Lane / ACE0189193 / SE25 5HS,Alfen 7kW,Believ (EV),SE25 5HS,Croydon,51.387885,-0.069908
GB-LCL-A0272,[GB-LCL-A0272] Croydon: Opp. 54 Ross Road / ACE0189200 / SE25 6SB,Alfen 7kW,Believ (EV),SE25 6SB,Croydon,51.403975,-0.08546
GB-LCL-A0273,[GB-LCL-A0273] Croydon: Opp. 15 Stretton Road / ACE0189188 / CR0 6ES,Alfen 7kW,Believ (EV),CR0 6ES,Croydon,51.384326,-0.085646
GB-LCL-A0274,[GB-LCL-A0274] Croydon: Opp. 15 Stretton Road / ACE0189208 / CR0 6ES,Alfen 7kW,Believ (EV),CR0 6ES,Croydon,51.384326,-0.085646
GB-LCL-A0275,[GB-LCL-A0275] Corby: 81 Burghley Drive / ACE0261242 / NN18 8EB,Alfen 22kW,Believ (EV),NN18 8EB,Corby,52.48206,-0.694166
GB-LCL-A0277,[GB-LCL-A0277] Hammersmith & Fulham: Wulfstan Street / ACE0189179 / W12 0AU,Alfen 22kW,Believ (EV),W12 0AU,Hammersmith & Fulham,51.519112,-0.248524
GB-LCL-A0278,[GB-LCL-A0278] Wandsworth: Birchwood Roa,Alfen 22kW,Believ (EV),SW17 9BQ,Wandsworth,51.426966,-0.152579
GB-LCL-A0278,[GB-LCL-A0278] Wandsworth: Birchwood Road / ACE0189349,Alfen 22kW,Believ (EV),SW17 9BQ,Wandsworth,51.426966,-0.152579
GB-LCL-A0278,[GB-LCL-A0278] Wandsworth: Birchwood Road / ACE0189349 / SW17 9BQ,Alfen 22kW,Believ (EV),SW17 9BQ,Wandsworth,51.426966,-0.152579
GB-LCL-A0279,[GB-LCL-A0279] Wandsworth: Birchwood Roa,Alfen 22kW,Believ (EV),SW17 9BQ,Wandsworth,51.426966,-0.152579
GB-LCL-A0279,[GB-LCL-A0279] Wandsworth: Birchwood Road,Alfen 22kW,Believ (EV),SW17 9BQ,Wandsworth,51.426966,-0.152579
GB-LCL-A0279,[GB-LCL-A0279] Wandsworth: Birchwood Road / ACE0189332 / SW17 9BQ,Alfen 22kW,Believ (EV),SW17 9BQ,Wandsworth,51.426966,-0.152579
GB-LCL-A0280,[GB-LCL-A0280] Croydon: 39A Woodville Road / ACE0165851 / CR7 8LN,Alfen 7kW,Believ (EV),CR7 8LN,Croydon,51.400291,-0.096671
GB-LCL-A0283,[GB-LCL-A0283] 129 Beckford Road,Alfen 7kW,Believ (EV),CR0 6HZ,Croydon,51.388869,-0.07679963
GB-LCL-A0285,[GB-LCL-A0285] Waltham Forest: Opp 91 Marten Road / ACE0189335 / E17 4NL,Alfen 22kW,Believ (EV),E17 4NL,Waltham Forest,51.596735,-0.01659437
GB-LCL-A0286,[GB-LCL-A0286] Waltham Forest: Opp 2-14 Victoria Road / ACE0189323 / E17 4JU,Alfen 22kW,Believ (EV),E17 4JU,Waltham Forest,51.59411,-0.007646
GB-LCL-A0287,"[GB-LCL-A0287] Waltham Forest: 4 Farnan Ave, Walthamstow / London / E17 4NX / ACE0189313",Alfen 22kW,Believ (EV),E17 4NX,Waltham Forest,51.590249,-0.015412
GB-LCL-A0288,[GB-LCL-A0288] Hollydown Way / London,Alfen 22kW,Believ (EV),E11 4YD,Waltham Forest,51.559649,0.002216
GB-LCL-A0289,[GB-LCL-A0289] Waltham Forest: 65-113 Crownfield Rd / ACE0189352 / E15 2BG,Alfen 22kW,Believ (EV),E15 2BG,Waltham Forest,51.55218,0.001306
GB-LCL-A0291,[GB-LCL-A0291] 61 Carnarvon Rd / London,Alfen 22kW,Believ (EV),E10 6DL,Waltham Forest,51.579183,-0.003192
GB-LCL-A0292,[GB-LCL-A0292] Waltham Forest: 97 Nottingham Rd / Leyton / E10 6EP / ACE0189315,Alfen 22kW,Believ (EV),E10 6EP,Waltham Forest,51.577547,-0.001398
GB-LCL-A0293,[GB-LCL-A0293] Waltham Forest: 1 Clyde Place / ACE0189317 / E10 5AS,Alfen 22kW,Believ (EV),E10 5AS,Waltham Forest,51.570592,-0.015553
GB-LCL-A0294,[GB-LCL-A0294] Waltham Forest: 6 Fillebrook Rd / ACE0261255 / E11 4AP,Alfen 7kW,Believ (EV),E11 4AP,Waltham Forest,51.567324,0.004165
GB-LCL-A0295,"[GB-LCL-A0295] 15 Norman Rd, Leytonstone / London",Alfen 22kW,Believ (EV),E11 4PX,Waltham Forest,51.56133,0.003007
GB-LCL-A0296,[GB-LCL-A0296] Lavender Road 2,Alfen 22kW,Believ (EV),SW11 2BN,Wandsworth,51.46729,-0.175666
GB-LCL-A0297,[GB-LCL-A0297] Wandsworth: Lavender Road / ACE0189342,Alfen 22kW,Believ (EV),SW11 2BN,Wandsworth,51.46729,-0.175666
GB-LCL-A0298,[GB-LCL-A0298] Wandsworth: Patten Road / ACE0189210 / SW18 3RH,Alfen 22kW,Believ (EV),SW18 3RH,Wandsworth,51.448111,-0.171747
GB-LCL-A0299,[GB-LCL-A0299] Croydon: Opp. 150 Buller Road / ACE0189206 / CR7 8QY,Alfen 7kW,Believ (EV),CR7 8QY,Croydon,51.40479535,-0.09349416
GB-LCL-A0300,[GB-LCL-A0300] Croydon: Dornton Road / ACE0136615 / CR2 7DR,Alfen 7kW,Believ (EV),CR2 7DR,Croydon,51.361455,-0.090375
GB-LCL-A0301,[GB-LCL-A0301] Addison Gardens,Alfen 22kW,Believ (EV),W14 0DP,Hammersmith & Fulham,51.50165111,-0.21599931
GB-LCL-A0302,[GB-LCL-A0302] Stanmer Street,Alfen 22kW,Believ (EV),SW11 3EG,Wandsworth,51.473295,-0.167439
GB-LCL-A0303,[GB-LCL-A0303] Croydon: 50-30 Crowther Road / ACE0165852 / SE25 5QP,Alfen 7kW,Believ (EV),SE25 5QP,Croydon,51.395884,-0.072382
GB-LCL-A0304,[GB-LCL-A0304] Croydon: 50-30 Crowther Road / ACE0165860 / SE25 5QP,Alfen 7kW,Believ (EV),SE25 5QP,Croydon,51.395884,-0.072382
GB-LCL-A0305,[GB-LCL-A0305] Croydon: Southern Avenue / ACE0165861 / SE25 6AQ,Alfen 7kW,Believ (EV),SE25 6AQ,Croydon,51.401751,-0.07764
GB-LCL-A0306,[GB-LCL-A0306] Hammersmith & Fulham: 69 Sundew Avenue / ACE0197211 / W12 0RR,Alfen 22kW,Believ (EV),W12 0RR,Hammersmith & Fulham,51.513794,-0.239647
GB-LCL-A0307,[GB-LCL-A0307] Croydon: Whytecliffe Road South / ACE0236132 / CR8 2AX,Alfen 7kW,Believ (EV),CR8 2AX,Croydon,51.339566,-0.113259
GB-LCL-A0308,[GB-LCL-A0308] Croydon: Whytecliffe Road South / ACE0236397 / CR8 2AX,Alfen 7kW,Believ (EV),CR8 2AX,Croydon,51.339566,-0.113259
GB-LCL-A0309,[GB-LCL-A0309] Croydon: Leslie Park Road / ACE0236133 / CR0 6UW,Alfen 7kW,Believ (EV),CR0 6UW,Croydon,51.379331,-0.085511
GB-LCL-A0311,[GB-LCL-A0311] Croydon: 15 Jesmond Road / ACE0236135 / CR0 6JR,Alfen 7kW,Believ (EV),CR0 6JR,Croydon,51.38421534,-0.07816
GB-LCL-A0312,[GB-LCL-A0312] Croydon: 15 Jesmond Road / ACE0236396 / CR0 6JR,Alfen 7kW,Believ (EV),CR0 6JR,Croydon,51.38421534,-0.07816
GB-LCL-A0313,[GB-LCL-A0313] Croydon: The Drive / ACE0236140 / CR7 8LA,Alfen 7kW,Believ (EV),CR7 8LA,Croydon,51.399115,-0.093276
GB-LCL-A0314,[GB-LCL-A0314] Croydon: Vincent Road / ACE0236401 / CR5 3BE,Alfen 7kW,Believ (EV),CR5 3BE,Croydon,51.31897962,-0.14900837
GB-LCL-A0315,[GB-LCL-A0315] Croydon: Vincent Road / ACE0236136 / CR5 3BE,Alfen 7kW,Believ (EV),CR5 3BE,Croydon,51.31897962,-0.14900837
GB-LCL-A0316,[GB-LCL-A0316] Croydon: Opp. 150 Buller Road / ACE0236128 / CR7 8QY,Alfen 7kW,Believ (EV),CR7 8QY,Croydon,51.40479535,-0.09349416
GB-LCL-A0317,[GB-LCL-A0317] Croydon: Derby Road / ACE0236134,Alfen 7kW,Believ (EV),CR0 3SD,Croydon,51.377851,-0.10708
GB-LCL-A0318,[GB-LCL-A0318] Croydon: Derby Road / ACE0236405 / CR0 3SD,Alfen 7kW,Believ (EV),CR0 3SD,Croydon,51.377851,-0.10708
GB-LCL-A0319,[GB-LCL-A0319] 610 Mitcham Road,Alfen 7kW,Believ (EV),CR0 3AA,Croydon,51.388847,-0.12914
GB-LCL-A0320,[GB-LCL-A0320] Croydon: 610 Mitcham Road / ACE0236399 / CR0 3AA,Alfen 7kW,Believ (EV),CR0 3AA,Croydon,51.388847,-0.12914
GB-LCL-A0321,[GB-LCL-A0321] Croydon: Albert Road / ACE0236138 / SE25 4RN,Alfen 7kW,Believ (EV),SE25 4RN,Croydon,51.390885,-0.06065
GB-LCL-A0321,[GB-LCL-A0321] Croydon: Albert Road / Croydon,Alfen 7kW,Believ (EV),SE25 4RN,Croydon,51.390885,-0.06065
GB-LCL-A0321,[GB-LCL-A0321] Croydon: Albert Road / Croydon1,Alfen 7kW,Believ (EV),SE25 4RN,Croydon,51.390885,-0.06065
GB-LCL-A0322,[GB-LCL-A0322] Croydon: Albert Road / ACE0236400 / SE25 4RN,Alfen 7kW,Believ (EV),SE25 4RN,Croydon,51.390885,-0.06065
GB-LCL-A0322,[GB-LCL-A0322] Croydon: Albert Road / Croydon,Alfen 7kW,Believ (EV),SE25 4RN,Croydon,51.390885,-0.06065
GB-LCL-A0322,[GB-LCL-A0322] Croydon: Albert Road / Croydon / Believ,Alfen 7kW,Believ (EV),SE25 4RN,Croydon,51.390885,-0.06065
GB-LCL-A0323,[GB-LCL-A0323] Croydon: Southern Avenue / ACE0236131 / SE25 6AQ,Alfen 7kW,Believ (EV),SE25 6AQ,Croydon,51.401751,-0.07764
GB-LCL-A0324,[GB-LCL-A0324] Croydon: Opp. 2 Dixon Road / ACE0236403 / SE25 6TZ,Alfen 7kW,Believ (EV),SE25 6TZ,Croydon,51.400403,-0.080149
GB-LCL-A0326,[GB-LCL-A0326] Hammersmith & Fulham: 24 Buer Road / ACE0197236 / SW6 4LA,"Alfen 22kW
",Believ (EV),SW6 4LA,Hammersmith & Fulham,51.47069278,-0.2093073
GB-LCL-A0329,[GB-LCL-A0329] Cheltenham Road,Alfen 22kW,Believ (EV),E10 6AZ,Waltham Forest,51.574311,-0.008492
GB-LCL-A0329,[GB-LCL-A0329] Waltham Forest: Cheltenham Road,Alfen 22kW,Believ (EV),E10 6AZ,Waltham Forest,51.574311,-0.008492
GB-LCL-A0329,[GB-LCL-A0329] Waltham Forest: Cheltenham Road / Believ,Alfen 22kW,Believ (EV),E10 6AZ,Waltham Forest,51.574311,-0.008492
GB-LCL-A0330,[GB-LCL-A0330] Cheltenham Road,Alfen 22kW,Believ (EV),E10 6AZ,Waltham Forest,51.574311,-0.008492
GB-LCL-A0330,[GB-LCL-A0330] Waltham Forest: Cheltenham Road,Alfen 22kW,Believ (EV),E10 6AZ,Waltham Forest,51.574311,-0.008492
GB-LCL-A0330,[GB-LCL-A0330] Waltham Forest: Cheltenham Road / Believ,Alfen 22kW,Believ (EV),E10 6AZ,Waltham Forest,51.574311,-0.008492
GB-LCL-A0331,[GB-LCL-A0331] Elmore Road,Alfen 22kW,Believ (EV),E11 4EP,Waltham Forest,51.557048,0.003516
GB-LCL-A0332,[GB-LCL-A0332] Elmore Road,Alfen 22kW,Believ (EV),E11 4EP,Waltham Forest,51.557048,0.003516
GB-LCL-A0333,[GB-LCL-A0333] Creffield Road,Alfen 22kW,Believ (EV),W5 3HN,Ealing,51.511801,-0.2911
GB-LCL-A0334,[GB-LCL-A0334] Creffield Road,Alfen 22kW,Believ (EV),W5 3HN,Ealing,51.511801,-0.2911
GB-LCL-A0336,[GB-LCL-A0336] Waltham Forest: Westbury Road / ACE0422376 / E17 6RN,Alfen 22kW,Believ (EV),E17 6RN,Waltham Forest,51.586259,-0.023637
GB-LCL-A0337,[GB-LCL-A0337] Waltham Forest: Westbury Road / ACE0422396 / E17 6RN,Alfen 22kW,Believ (EV),E17 6RN,Waltham Forest,51.586259,-0.023637
GB-LCL-A0341,[GB-LCL-A0341] Waltham Forest: Tavistock Ave / ACE0422366 / E17 6HP,Alfen 22kW,Believ (EV),E17 6HP,Waltham Forest,51.589078,-0.037865
GB-LCL-A0342,[GB-LCL-A0342] Waltham Forest: Tavistock Avenue / ACE0197233 / E17 6HP,Alfen 22kW,Believ (EV),E17 6HP,Waltham Forest,51.589078,-0.037865
GB-LCL-A0343,[GB-LCL-A0343] Waltham Forest: Parkhurst Road / ACE0166113 / E17 7EG,Alfen 22kW,Believ (EV),E17 7EG,Waltham Forest,51.584108,-0.032504
GB-LCL-A0344,[GB-LCL-A0344] Sylvan Rd,Alfen 22kW,Believ (EV),E17 7QR,Waltham Forest,51.581657,-0.021349
GB-LCL-A0345,[GB-LCL-A0345] Waltham Forest: Lynmouth Road / ACE0422372 / E17 8AD,Alfen 22kW,Believ (EV),E17 8AD,Waltham Forest,51.579522,-0.033191
GB-LCL-A0346,[GB-LCL-A0346] Ealing: Havelock Road / ACE0422373,Alfen 22kW,Believ (EV),UB2 4GE,Ealing,51.500926,-0.382304
GB-LCL-A0347,[GB-LCL-A0347] Ealing: Havelock Road / ACE0422353 / UB2 4GE,Alfen 22kW,Believ (EV),UB2 4GE,Ealing,51.500926,-0.382304
GB-LCL-A0348,[GB-LCL-A0348] Waltham Forest: Courtenay Road,Alfen 22kW,Believ (EV),E17 6LY,Waltham Forest,51.583507,-0.039979
GB-LCL-A0348,[GB-LCL-A0348] Waltham Forest: Courtenay Road / ACE0422379 / E17 6LY,Alfen 22kW,Believ (EV),E17 6LY,Waltham Forest,51.583507,-0.039979
GB-LCL-A0348,[GB-LCL-A0348] Waltham Forest: Courtenay Road / Believ,Alfen 22kW,Believ (EV),E17 6LY,Waltham Forest,51.583507,-0.039979
GB-LCL-A0349,[GB-LCL-A0349] Waltham Forest: Copeland Road,Alfen 22kW,Believ (EV),E17 9DB,Waltham Forest,51.578467,-0.011606
GB-LCL-A0349,[GB-LCL-A0349] Waltham Forest: Copeland Road / ACE0422397 / E17 9DB,Alfen 22kW,Believ (EV),E17 9DB,Waltham Forest,51.578467,-0.011606
GB-LCL-A0349,[GB-LCL-A0349] Waltham Forest: Copeland Road / Believ,Alfen 22kW,Believ (EV),E17 9DB,Waltham Forest,51.578467,-0.011606
GB-LCL-A0350,[GB-LCL-A0350] Waltham Forest: Copeland Road,Alfen 22kW,Believ (EV),E17 9DB,Waltham Forest,51.578467,-0.011606
GB-LCL-A0350,[GB-LCL-A0350] Waltham Forest: Copeland Road / ACE0422352 / E17 9DB,Alfen 22kW,Believ (EV),E17 9DB,Waltham Forest,51.578467,-0.011606
GB-LCL-A0350,[GB-LCL-A0350] Waltham Forest: Copeland Road / Believ,Alfen 22kW,Believ (EV),E17 9DB,Waltham Forest,51.578467,-0.011606
GB-LCL-A0351,[GB-LCL-A0351] Waltham Forest: Napier Road / ACE0422381 / E11 3PS,Alfen 22kW,Believ (EV),E11 3PS,Waltham Forest,51.55809113,-0.00946596
GB-LCL-A0352,[GB-LCL-A0352] Napier Road,Alfen 22kW,Believ (EV),E11 3PS,Waltham Forest,51.55809113,-0.00946596
GB-LCL-A0353,[GB-LCL-A0353] Waltham Forest: Ashbridge Road,Alfen 22kW,Believ (EV),E11 1NH,Waltham Forest,51.572829,0.011289
GB-LCL-A0353,[GB-LCL-A0353] Waltham Forest: Ashbridge Road / ACE0422345 / E11 1NH,Alfen 22kW,Believ (EV),E11 1NH,Waltham Forest,51.572829,0.011289
GB-LCL-A0353,[GB-LCL-A0353] Waltham Forest: Ashbridge Road / Believ,Alfen 22kW,Believ (EV),E11 1NH,Waltham Forest,51.572829,0.011289
GB-LCL-A0354,[GB-LCL-A0354] Waltham Forest: Ashbridge Road,Alfen 22kW,Believ (EV),E11 1NH,Waltham Forest,51.572829,0.011289
GB-LCL-A0354,[GB-LCL-A0354] Waltham Forest: Ashbridge Road / Believ,Alfen 22kW,Believ (EV),E11 1NH,Waltham Forest,51.572829,0.011289
GB-LCL-A0355,[GB-LCL-A0355] Yardely Lane,"Alfen 22kW
",Believ (EV),E4 7RS,Waltham Forest,51.641521,-0.01084
GB-LCL-A0356,[GB-LCL-A0356] Waltham Forest: Studley Avenue / ACE0422362,Alfen 22kW,Believ (EV),E4 9PS,Waltham Forest,51.605035,-0.000369
GB-LCL-A0357,[GB-LCL-A0357] Waltham Forest: Ferndale Avenue / ACE0422377 / E17 9EE,Alfen 22kW,Believ (EV),E17 9EE,Waltham Forest,51.581543,-0.001171
GB-LCL-A0358,[GB-LCL-A0358] Waltham Forest: Central Avenue,Alfen 22kW,Believ (EV),E11 4DJ,Waltham Forest,51.562063,-0.000341
GB-LCL-A0358,[GB-LCL-A0358] Waltham Forest: Central Avenue / ACE0166111 / E11 4DJ,Alfen 22kW,Believ (EV),E11 4DJ,Waltham Forest,51.562063,-0.000341
GB-LCL-A0358,[GB-LCL-A0358] Waltham Forest: Central Avenue / Believ,Alfen 22kW,Believ (EV),E11 4DJ,Waltham Forest,51.562063,-0.000341
GB-LCL-A0359,[GB-LCL-A0359] Waltham Forest: Central Avenue,Alfen 22kW,Believ (EV),E11 4DJ,Waltham Forest,51.562063,-0.000341
GB-LCL-A0359,[GB-LCL-A0359] Waltham Forest: Central Avenue / ACE0166110 / E11 4DJ,Alfen 22kW,Believ (EV),E11 4DJ,Waltham Forest,51.562063,-0.000341
GB-LCL-A0359,[GB-LCL-A0359] Waltham Forest: Central Avenue / Believ,Alfen 22kW,Believ (EV),E11 4DJ,Waltham Forest,51.562063,-0.000341
GB-LCL-A0360,[GB-LCL-A0360] Ruckholt Close,Alfen 22kW,Believ (EV),E10 5NX,Waltham Forest,51.556786,-0.012393
GB-LCL-A0361,[GB-LCL-A0361] Ruckholt Close,Alfen 22kW,Believ (EV),E10 5NX,Waltham Forest,51.556786,-0.012393
GB-LCL-A0362,[GB-LCL-A0362] Exmouth Road,Alfen 22kW,Believ (EV),E17 7QG,Waltham Forest,51.581071,-0.025025
GB-LCL-A0363,[GB-LCL-A0363] Walpole Park Car Park,Alfen 22kW,Believ (EV),PO12 1HR,Gosport,50.79403,-1.12419
GB-LCL-A0364,[GB-LCL-A0364] Walpole Park Car Park,Alfen 22kW,Believ (EV),PO12 1HR,Gosport,50.79403,-1.12419
GB-LCL-A0365,[GB-LCL-A0365] Green Lane Car Park,Alfen 22kW,Believ (EV),PO12 4FJ,Gosport,50.810795,-1.135261
GB-LCL-A0366,[GB-LCL-A0366] Waltham Forest: Loxham Road / ACE0261297 / E4 9SU,Alfen 22kW,Believ (EV),E4 9SU,Waltham Forest,51.604939,-0.015965
GB-LCL-A0367,[GB-LCL-A0367] Waltham Forest: Royston Avenue / ACE0189325 / E4 9BH,Alfen 22kW,Believ (EV),E4 9BH,Waltham Forest,51.61096855,-0.01332291
GB-LCL-A0368,[GB-LCL-A0368] Hammersmith & Fulham: Harwood Terrace / SW6 2AB,Alfen 22kW,Believ (EV),SW6 2AB,Hammersmith & Fulham,51.47624692,-0.19086679
GB-LCL-A0369,[GB-LCL-A0369] Waltham Forest: Brisbane Road,Alfen 22kW,Believ (EV),E10 5NZ,Waltham Forest,51.561018,-0.012232
GB-LCL-A0369,[GB-LCL-A0369] Waltham Forest: Brisbane Road / ACE0422656 / E10 5NZ,Alfen 22kW,Believ (EV),E10 5NZ,Waltham Forest,51.561018,-0.012232
GB-LCL-A0369,[GB-LCL-A0369] Waltham Forest: Brisbane Road / Believ,Alfen 22kW,Believ (EV),E10 5NZ,Waltham Forest,51.561018,-0.012232
GB-LCL-A0370,[GB-LCL-A0370] Waltham Forest: Frederica Road / ACE0422644 / E4 7AJ,Alfen 22kW,Believ (EV),E4 7AJ,Waltham Forest,51.633556,0.005819
GB-LCL-A0371,[GB-LCL-A0371] Ealing: Popes Lane / ACE0493248 / W5 4AZ,Alfen 22kW,Believ (EV),W5 4AZ,Ealing,51.501003,-0.296134
GB-LCL-A0372,[GB-LCL-A0372] Ealing: Popes Lane / ACE0493216 / W5 4AZ,Alfen 22kW,Believ (EV),W5 4AZ,Ealing,51.501003,-0.296134
GB-LCL-A0377,[GB-LCL-A0377] Gosport: Pebble Beach Car Park / ACE0189166 / PO12 2BL,Alfen 22kW,Believ (EV),PO12 2BL,Gosport,50.78298,-1.15512
GB-LCL-A0378,[GB-LCL-A0378] Gosport: Pebble Beach Car Park / ACE0189170 / PO12 2BL,Alfen 22kW,Believ (EV),PO12 2BL,Gosport,50.78298,-1.15512
GB-LCL-A0379,[GB-LCL-A0379] Ealing: Churchfield Road,Alfen 22kW,Believ (EV),W13 9NF,Ealing,51.50901,-0.315339
GB-LCL-A0379,[GB-LCL-A0379] Ealing: Churchfield Road / ACE0422647 / W13 9NF,Alfen 22kW,Believ (EV),W13 9NF,Ealing,51.50901,-0.315339
